사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021042700100545,2021년 4월 27일 21시,화요일,경상남도 창원시 의창구 동읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,여,37세,중상
2021043000100424,2021년 4월 30일 17시,금요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,25세,상해없음,승용,남,29세,경상
2021050200100287,2021년 5월 2일 16시,일요일,경상남도 김해시 대동면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,승용,남,32세,경상
2.02105E+15,2021년 5월 2일 22시,일요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,승용,남,33세,중상
2021050600100014,2021년 5월 6일 02시,목요일,경상남도 밀양시 활성동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,남,45세,중상
2021050600100403,2021년 5월 6일 18시,목요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 터널,승용,남,34세,상해없음,승용,남,48세,경상
2021050600100556,2021년 5월 6일 22시,목요일,경상남도 함안군 칠원읍,중상사고,0,1,0,0,차대차 - 추돌,신호위반,포장 - 건조,맑음,단일로 - 터널,화물,남,48세,상해없음,화물,남,47세,중상
2021050700100004,2021년 5월 7일 00시,금요일,경상남도 김해시 어방동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승용,남,32세,경상
2021050800100159,2021년 5월 8일 11시,토요일,경상남도 양산시 상북면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,여,30세,중상
2021050900100358,2021년 5월 9일 17시,일요일,경상남도 함양군 지곡면,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,51세,상해없음,승용,남,40세,경상
2021050900100394,2021년 5월 9일 18시,일요일,경상남도 거창군 가조면,중상사고,0,1,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,77세,상해없음,보행자,남,68세,중상
2021051100100625,2021년 5월 11일 22시,화요일,경상남도 김해시 부곡동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,여,29세,경상
2021051200100019,2021년 5월 12일 03시,수요일,경상남도 김해시 상동면,중상사고,0,4,4,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,48세,상해없음,승용,남,29세,경상
2021051300100235,2021년 5월 13일 12시,목요일,경상남도 함안군 칠서면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,46세,상해없음,승용,남,49세,경상
2021051400100577,2021년 5월 14일 19시,금요일,경상남도 김해시 대동면,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,여,54세,경상
2021051500100375,2021년 5월 15일 16시,토요일,경상남도 진주시 정촌면,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,64세,상해없음,승용,남,36세,중상
2021051600100115,2021년 5월 16일 11시,일요일,경상남도 김해시 상동면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,18세,상해없음,승용,여,49세,중상
2021051600100243,2021년 5월 16일 15시,일요일,경상남도 함안군 칠서면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,비포장 - 젖음/습기,비,단일로 - 기타,승용,남,48세,상해없음,승용,남,36세,경상
2021051600100302,2021년 5월 16일 18시,일요일,경상남도 양산시 동면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,62세,상해없음,승용,남,49세,경상
2021051700100342,2021년 5월 17일 17시,월요일,경상남도 양산시 남부동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,73세,상해없음,승용,남,70세,중상
2021051800100003,2021년 5월 18일 00시,화요일,경상남도 양산시 동면,중상사고,0,2,3,1,차대차 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,20세,부상신고,승용,남,20세,상해없음
2021051800100104,2021년 5월 18일 09시,화요일,경상남도 김해시 풍유동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,35세,중상,,,,
2.02105E+15,2021년 5월 19일 08시,수요일,경상남도 거창군 가조면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,남,71세,상해없음
2021052000100449,2021년 5월 20일 20시,목요일,경상남도 김해시 상동면,중상사고,0,7,7,0,차대차 - 기타,기타,포장 - 젖음/습기,비,단일로 - 기타,건설기계,남,40세,기타불명,특수,남,47세,상해없음
2021052200100275,2021년 5월 22일 14시,토요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차대차 - 기타,기타,포장 - 건조,맑음,단일로 - 교량,화물,남,57세,상해없음,승용,남,47세,상해없음
2021052300100429,2021년 5월 23일 23시,일요일,경상남도 거창군 남상면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,화물,남,40세,경상
2021052800100051,2021년 5월 28일 07시,금요일,경상남도 양산시 산막동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,49세,상해없음,승용,여,40세,경상
2021052800100291,2021년 5월 28일 14시,금요일,경상남도 양산시 물금읍,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,승용,남,63세,경상
2021052800100379,2021년 5월 28일 16시,금요일,경상남도 김해시 진영읍,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 터널,특수,남,53세,상해없음,승용,남,35세,중상
2021052800100404,2021년 5월 28일 17시,금요일,경상남도 김해시 대동면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,남,45세,중상,승용,남,37세,상해없음
2021052800100576,2021년 5월 28일 21시,금요일,경상남도 창녕군 대합면,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,45세,상해없음,승합,남,55세,경상
2021052900100115,2021년 5월 29일 09시,토요일,경상남도 창원시 마산회원구 회성동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,59세,상해없음
2021053000100236,2021년 5월 30일 15시,일요일,경상남도 밀양시 삼랑진읍,중상사고,0,4,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 터널,승합,남,65세,중상,화물,남,43세,상해없음
2021060200100617,2021년 6월 2일 23시,수요일,경상남도 김해시 상동면,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,23세,상해없음,승용,남,58세,중상
2021060200100618,2021년 6월 2일 23시,수요일,경상남도 김해시 상동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,승용,남,54세,경상
2.02106E+15,2021년 6월 4일 17시,금요일,경상남도 양산시 하북면,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,남,54세,경상
2021060400100441,2021년 6월 4일 17시,금요일,경상남도 김해시 강동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,45세,상해없음,승용,남,38세,경상
2021060700100032,2021년 6월 7일 07시,월요일,경상남도 김해시 신문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,남,53세,중상
2021060900100042,2021년 6월 9일 07시,수요일,경상남도 김해시 진례면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,건설기계,남,62세,상해없음
2021061000100069,2021년 6월 10일 07시,목요일,경상남도 진주시 문산읍,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,화물,남,64세,상해없음
2021061100100154,2021년 6월 11일 10시,금요일,경상남도 김해시 대동면,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,43세,상해없음,화물,남,32세,경상
2021061100100238,2021년 6월 11일 12시,금요일,경상남도 거창군 남상면,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,48세,상해없음,승용,남,63세,경상
2021061200100366,2021년 6월 12일 15시,토요일,경상남도 진주시 정촌면,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,승용,여,24세,상해없음,승용,남,57세,경상
2021061400100189,2021년 6월 14일 11시,월요일,경상남도 김해시 대동면,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,승용,여,40세,경상
2.02106E+15,2021년 6월 16일 00시,수요일,경상남도 김해시 진영읍,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,단일로 - 기타,화물,남,49세,상해없음,화물,남,45세,중상
2021061900100338,2021년 6월 19일 15시,토요일,경상남도 김해시 대동면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,55세,상해없음,보행자,여,31세,중상
2021061900100362,2021년 6월 19일 15시,토요일,경상남도 김해시 진영읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,화물,남,61세,경상
2021062100100023,2021년 6월 21일 03시,월요일,경상남도 진주시 정촌면,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,특수,남,57세,상해없음,특수,남,30세,중상
